stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
NJ350,4955,"POULIN / VIOLET",,  45.365829, -75.793793,,,,,,
NJ355,2788,"BRITANNIA / HOWE",,  45.365429, -75.796082,,,,,,
NJ360,2860,"HOWE / BRITANNIA",,  45.365772, -75.796181,,,,,,
NJ370,2789,"BRITANNIA / SALINA",,  45.366844, -75.797562,,,,,,
NJ380,2790,"BRADFORD / JAMIESON",,  45.368767, -75.798637,,,,,,
NJ390,4949,"ROWATT / BRADFORD",,  45.370853, -75.799858,,,,,,
NJ400,4950,"CASSELS / BRADFORD",,  45.372086, -75.801636,,,,,,
NJ410,2791,"BRADFORD / ROWATT",,  45.370388, -75.800835,,,,,,
NJ420,2792,"BRADFORD / JAMIESON",,  45.368935, -75.799988,,,,,,
NJ430,4951,"SALINA / BRADFORD",,  45.366676, -75.798180,,,,,,
NJ440,2793,"BRITANNIA / HOWE",,  45.365631, -75.796631,,,,,,
NJ460,0325,"DON / ZEPHYR",,  45.363640, -75.795990,,,,,,
NJ475,4954,"DON / BRITANNIA",,  45.363644, -75.795357,,,,,,
NJ480,2794,"DON / GREENVIEW",,  45.363125, -75.797432,,,,,,
NJ490,2795,"DON / GREENVIEW",,  45.363125, -75.797096,,,,,,
NJ500,4953,"PARC BRITANNIA PARK",,  45.362839, -75.800751,,,,,,
NJ510,4952,"PARC BRITANNIA PARK / PARKING - STATIONNEMENT",,  45.362976, -75.800964,,,,,,
NJ520,2796,"PARC BRITANNIA PARK / LOOP - BOUCLE",,  45.363674, -75.802002,,,,,,
NO451,,"HILLCREST HIGH SCHOOL",,  45.399452, -75.638527,,,,,,
RA010,8298,"BANK / RIVERSIDE",,  45.388786, -75.677040,,,,,,
RA020,8261,"BANK / RIVERSIDE",,  45.388233, -75.676674,,,,,,
RA030,4100,"BANK / RIVERSIDE",,  45.387760, -75.675690,,,,,,
RA040,4897,"BANK / TRANSITWAY",,  45.386337, -75.674179,,,,,,
RA050,8295,"BANK / OHIO",,  45.385181, -75.672714,,,,,,
RA060,6464,"BANK / OHIO",,  45.385120, -75.673004,,,,,,
RA070,8296,"BANK / KILBORN",,  45.384178, -75.671936,,,,,,
RA080,8302,"BANK / BELANGER",,  45.383392, -75.671654,,,,,,
RA090,8469,"BANK / ROCKINGHAM",,  45.382992, -75.671074,,,,,,
RA100,4101,"BANK / RANDALL",,  45.382263, -75.670715,,,,,,
RA110,4103,"BANK / EVANS",,  45.380543, -75.668427,,,,,,
RA120,4102,"BANK / EVANS",,  45.380165, -75.668533,,,,,,
RA130,4104,"BANK / HERON",,  45.379280, -75.667732,,,,,,
RA140,8306,"BANK / HERON",,  45.378117, -75.667488,,,,,,
RA150,8435,"BANK / COLLINS",,  45.377056, -75.666626,,,,,,
RA160,4105,"BANK / ERIE",,  45.375290, -75.666016,,,,,,
RA170,4106,"BANK / ERIE",,  45.375088, -75.665581,,,,,,
RA180,4107,"BANK / ALTA VISTA",,  45.373020, -75.664436,,,,,,
RA190,8436,"BANK / WALKLEY",,  45.371105, -75.663460,,,,,,
RA200,8431,"BANK / WALKLEY",,  45.371548, -75.664024,,,,,,
RA210,8291,"BELANGER / BANK",,  45.383804, -75.672417,,,,,,
RA220,8290,"CLEMENTINE / BELANGER",,  45.383419, -75.674118,,,,,,
RA230,4108,"BELANGER / CLEMENTINE",,  45.383644, -75.674088,,,,,,
RA240,4110,"BELANGER / CLEMENTINE",,  45.383583, -75.673096,,,,,,
RA250,4109,"CLEMENTINE / ROCKINGHAM",,  45.382603, -75.674164,,,,,,
RA260,8289,"CLEMENTINE / ROCKINGHAM",,  45.382412, -75.673912,,,,,,
RA270,8292,"CLEMENTINE / GUERTIN",,  45.381107, -75.674065,,,,,,
RA280,4111,"CLEMENTINE / GUERTIN",,  45.380924, -75.673950,,,,,,
RA290,4114,"CLEMENTINE / RICHARD",,  45.379421, -75.673752,,,,,,
RA300,4112,"CLEMENTINE / RICHARD",,  45.379467, -75.673615,,,,,,
RA310,4115,"CLEMENTINE / SECORD",,  45.378529, -75.673355,,,,,,
RA320,4113,"CLEMENTINE / HERON",,  45.378681, -75.673180,,,,,,
RA326,6926,"HERON / KALADAR",,  45.378170, -75.671051,,,,,,
RA335,1096,"KALADAR / GREGG",,  45.376976, -75.671440,,,,,,
RA345,4116,"BROOKFIELD / KALADAR",,  45.374546, -75.671501,,,,,,
RA355,4117,"BROOKFIELD / CLEMENTINE",,  45.374397, -75.673531,,,,,,
RA365,4118,"BROOKFIELD / CLOVER",,  45.374126, -75.675873,,,,,,
RA375,6139,"CLOVER / GREGG",,  45.375992, -75.676254,,,,,,
RA380,8233,"HERON / CLOVER",,  45.377747, -75.676064,,,,,,
RA415,5602,"HERON / BRONSON",,  45.377483, -75.684662,,,,,,
RA420,1569,"HERON / RIVERSIDE",,  45.376801, -75.689857,,,,,,
RA425,1342,"STOP/ARRÊT  ON/SUR  HERON AT/À CONFEDERATION STN.",,  45.377129, -75.685471,,,,,,
RA430,1587,"HERON / RIVERSIDE",,  45.377129, -75.690117,,,,,,
RA440,4091,"BRONSON / HERON",,  45.378948, -75.685486,,,,,,
RA445,1004,"BRONSON / HERON",,  45.377594, -75.685013,,,,,,
RA450,5626,"BRONSON / HERON",,  45.379864, -75.685417,,,,,,
RA505,1559,"BILLINGS BRIDGE / DATA CENTRE",,  45.383812, -75.678520,,,,,,
RA510,1567,"DATA CENTRE / BILLINGS BRIDGE",,  45.383152, -75.679321,,,,,,
RA900,3034,"BILLINGS BRIDGE 1A",,  45.384644, -75.676704,,,,,,
RA905,3034,"BILLINGS BRIDGE 2A",,  45.384277, -75.676941,,,,,,
RA910,3034,"BILLINGS BRIDGE / BANK",,  45.386650, -75.675133,,,,,,
RA915,3034,"BILLINGS BRIDGE 3A",,  45.384987, -75.676727,,,,,,
RA920,3034,"BILLINGS BRIDGE 3B",,  45.384686, -75.677200,,,,,,
RA925,3034,"BILLINGS BRIDGE 3C",,  45.384434, -75.677574,,,,,,
RA940,3034,"BILLINGS BRIDGE 4B",,  45.384407, -75.677284,,,,,,
RA945,3034,"BILLINGS BRIDGE 4C",,  45.384583, -75.677002,,,,,,
RA950,3034,"BILLINGS BRIDGE 4D",,  45.384796, -75.676674,,,,,,
RA955,3035,"HERON 1A",,  45.378853, -75.679779,,,,,,
RA960,3035,"HERON 2A",,  45.378834, -75.679535,,,,,,
RA965,3035,"HERON 3A",,  45.379066, -75.680664,,,,,,
RA970,3035,"HERON 4A",,  45.379013, -75.680466,,,,,,
RA990,3063,"O-TRAIN CONFEDERATION",,  45.377037, -75.684944,,,,,,
RB080,8287,"RIVERSIDE / RIDGEWOOD",,  45.366928, -75.689545,,,,,,
RB085,7405,"RIDGEWOOD / RIVERSIDE",,  45.367527, -75.689079,,,,,,
RB086,6924,"RIDGEWOOD / RIVERSIDE",,  45.367664, -75.689232,,,,,,
RB090,8266,"RIVERSIDE / MOONEY'S BAY",,  45.365356, -75.688728,,,,,,
RB100,4122,"RIVERSIDE / MOONEY'S BAY",,  45.364304, -75.688721,,,,,,
RB110,1525,"RIVERSIDE / WALKLEY",,  45.360054, -75.688431,,,,,,
RB120,8456,"RIVERSIDE / WALKLEY",,  45.360340, -75.687943,,,,,,
RB130,4123,"RIVERSIDE / AD. 3200",,  45.358379, -75.689568,,,,,,
RB140,4125,"RIVERSIDE / AD. 3195",,  45.358639, -75.689117,,,,,,
RB150,4124,"RIVERSIDE / REVELSTOKE",,  45.357216, -75.690506,,,,,,
RB160,4126,"RIVERSIDE / REVELSTOKE",,  45.357105, -75.690201,,,,,,
RB170,8460,"RIVERSIDE / MARILYN",,  45.355209, -75.691910,,,,,,
RB190,1523,"RIVERSIDE / QUESNEL",,  45.354187, -75.692268,,,,,,
RB200,1531,"RIVERSIDE / LEOPOLDS",,  45.353329, -75.693047,,,,,,
RB210,8454,"RIVERSIDE / RIVERGATE",,  45.346760, -75.691956,,,,,,
RB220,4127,"RIVERSIDE / RIVERGATE",,  45.345924, -75.691994,,,,,,
RB230,4128,"RIVERSIDE / UPLANDS",,  45.342506, -75.691170,,,,,,
RB240,4129,"RIVERSIDE / UPLANDS",,  45.342533, -75.690865,,,,,,
RB250,8483,"SPRINGLAND / WALKLEY",,  45.362591, -75.684441,,,,,,
RB260,8482,"SPRINGLAND / WALTON",,  45.362335, -75.684280,,,,,,
RB270,4131,"SPRINGLAND / MOONEY'S BAY",,  45.364948, -75.684700,,,,,,
RB280,4130,"SPRINGLAND / MOONEY'S BAY",,  45.364834, -75.684753,,,,,,
RB290,8264,"SPRINGLAND / NICHOLSON",,  45.366077, -75.685165,,,,,,
RB300,8904,"SPRINGLAND / NICHOLSON",,  45.366520, -75.685188,,,,,,
RB310,2449,"SPRINGLAND / RIDGEWOOD",,  45.368008, -75.685905,,,,,,
RB320,2412,"SPRINGLAND / NORBERRY",,  45.367538, -75.685593,,,,,,
RB330,8903,"SPRINGLAND / RIDGEWOOD",,  45.368530, -75.685860,,,,,,
RB340,4132,"SPRINGLAND / HOBSON",,  45.369659, -75.685143,,,,,,
RB350,4133,"SPRINGLAND / NORBERRY",,  45.369949, -75.682877,,,,,,
RB370,8914,"FLANNERY / SPRINGLAND",,  45.370419, -75.681854,,,,,,
RB380,1583,"FLANNERY / SPRINGLAND",,  45.370564, -75.681732,,,,,,
RB390,4136,"FLANNERY / RAMSGATE",,  45.371922, -75.682121,,,,,,
RB400,4134,"FLANNERY / RAMSGATE",,  45.372051, -75.682373,,,,,,
RB410,4135,"FLANNERY / BROOKFIELD",,  45.373093, -75.683449,,,,,,
RB420,4137,"FLANNERY / BROOKFIELD",,  45.373390, -75.683624,,,,,,
RB430,8913,"BROOKFIELD / FLANNERY",,  45.373428, -75.684731,,,,,,
RB440,4138,"BROOKFIELD / HOBSON",,  45.373436, -75.687096,,,,,,
RB450,4139,"BROOKFIELD / HOBSON",,  45.373234, -75.686890,,,,,,
RB481,0400,"CANADA POST / HERON",,  45.375614, -75.688515,,,,,,
RB482,6900,"CANADA POST / HERON",,  45.375656, -75.688286,,,,,,
RB491,0401,"CANADA POST / BROOKFIELD",,  45.373726, -75.688675,,,,,,
RB492,6901,"CANADA POST / BROOKFIELD",,  45.373722, -75.688446,,,,,,
RC010,8969,"WALKLEY / BANK",,  45.370270, -75.663933,,,,,,
RC020,8487,"WALKLEY / SOUTHMORE",,  45.367264, -75.671150,,,,,,
RC030,8905,"WALKLEY / SOUTHMORE",,  45.367180, -75.670982,,,,,,
RC040,4140,"WALKLEY / AVONCOURT",,  45.366451, -75.673141,,,,,,
RC045,8489,"WALKLEY / WEXFORD",,  45.365398, -75.675972,,,,,,
RC050,5669,"WALKLEY / AVONCOURT",,  45.366333, -75.673103,,,,,,
RC055,1925,"WALKLEY / THORNDALE",,  45.365677, -75.674660,,,,,,
RC060,1595,"WALKLEY / MCCARTHY",,  45.364586, -75.677879,,,,,,
RC080,4141,"WALKLEY / AD. 800",,  45.363178, -75.680870,,,,,,
RC090,8484,"WALKLEY / AD. 800",,  45.363014, -75.680679,,,,,,
RC100,4142,"WALKLEY / OTTERSON",,  45.361954, -75.683594,,,,,,
RC310,8495,"SOUTHMORE / RANKIN",,  45.359604, -75.677170,,,,,,
RC330,4534,"SOUTHMORE / BUXTON",,  45.358997, -75.678825,,,,,,
RC350,4147,"SOUTHMORE / DICKINSON",,  45.358089, -75.681534,,,,,,
RC370,4148,"SOUTHMORE / FIELDING",,  45.358669, -75.683540,,,,,,
RC390,8496,"FIELDING / HARTMAN",,  45.360348, -75.681740,,,,,,
RC420,4149,"FIELDING / RANKIN",,  45.361259, -75.678078,,,,,,
RC440,4150,"FIELDING / MCCARTHY",,  45.362053, -75.676270,,,,,,
RC450,8486,"MCCARTHY / WALKLEY",,  45.364346, -75.677116,,,,,,
RC460,1500,"MCCARTHY / PROVOST",,  45.363106, -75.676132,,,,,,
RC470,4151,"MCCARTHY / FIELDING",,  45.362095, -75.675728,,,,,,
RC480,8927,"MCCARTHY / SOUTHMORE",,  45.360115, -75.674492,,,,,,
RC490,4152,"MCCARTHY / SOUTHMORE",,  45.360020, -75.674622,,,,,,
RC500,8447,"PLANTE / MCCARTHY",,  45.354656, -75.672440,,,,,,
RC510,8473,"PLANTE / OWL",,  45.354523, -75.671539,,,,,,
RC520,4153,"PLANTE / IMPALA",,  45.354710, -75.671227,,,,,,
RC540,8446,"PLANTE / IMPALA",,  45.356064, -75.670242,,,,,,
RC550,4154,"PLANTE / IMPALA",,  45.356060, -75.670074,,,,,,
RC560,4155,"PLANTE / CONDOR",,  45.357437, -75.667183,,,,,,
RC570,4156,"PLANTE / CONDOR",,  45.357391, -75.667511,,,,,,
RC580,8474,"PLANTE / AD. 1030",,  45.357159, -75.663902,,,,,,
RC590,4157,"PLANTE / AD. 1031",,  45.357224, -75.663826,,,,,,
RC600,4158,"PLANTE / MINA",,  45.355820, -75.661613,,,,,,
RC610,8445,"PLANTE / MINA",,  45.355774, -75.661400,,,,,,
RC620,4159,"PLANTE / BOURBON",,  45.354622, -75.660469,,,,,,
RC630,4160,"PLANTE / BOURBON",,  45.354530, -75.660217,,,,,,
RC640,4161,"PLANTE / CAHILL",,  45.353889, -75.659538,,,,,,
RC650,8475,"PLANTE / CAHILL",,  45.353764, -75.659554,,,,,,
RC660,4163,"PLANTE / SPARROW",,  45.351727, -75.658089,,,,,,
RC670,4162,"PLANTE / SPARROW",,  45.351547, -75.657990,,,,,,
RC680,4164,"PLANTE / WAXWING",,  45.350197, -75.660507,,,,,,
RC700,4165,"PLANTE / MCCARTHY",,  45.349411, -75.662498,,,,,,
RC710,8444,"PLANTE / MCCARTHY",,  45.349648, -75.661629,,,,,,
RC900,3036,"WALKLEY 1A",,  45.368610, -75.667053,,,,,,
RC905,3036,"WALKLEY 2A",,  45.369045, -75.667175,,,,,,
RC910,3036,"WALKLEY 3A",,  45.368786, -75.667488,,,,,,
RC915,3036,"WALKLEY 4A",,  45.368862, -75.666794,,,,,,
RC920,3036,"WALKLEY 4B",,  45.368599, -75.666458,,,,,,
RC925,3036,"WALKLEY 4C",,  45.368893, -75.666374,,,,,,
RD010,1706,"UPLANDS / BOWESVILLE",,  45.342239, -75.690247,,,,,,
RD020,1707,"UPLANDS / BOWESVILLE",,  45.342041, -75.690079,,,,,,
RD030,8452,"UPLANDS / ARCHER",,  45.344376, -75.686691,,,,,,
RD040,8472,"UPLANDS / COUNTRY CLUB",,  45.343906, -75.686790,,,,,,
RD050,4166,"UPLANDS / GILLESPIE",,  45.345573, -75.685844,,,,,,
RD060,4168,"UPLANDS / RICH LITTLE",,  45.345573, -75.685616,,,,,,
RD070,4167,"UPLANDS / AD. 3095",,  45.346367, -75.684837,,,,,,
RD075,8451,"UPLANDS / HUNTWOOD",,  45.347347, -75.683395,,,,,,
RD080,4169,"UPLANDS / COUNTRY CLUB",,  45.347149, -75.683334,,,,,,
RD090,4170,"UPLANDS / HUNTMASTER",,  45.348347, -75.681046,,,,,,
RD120,1552,"UPLANDS / HUNTMASTER",,  45.348629, -75.679855,,,,,,
RD130,7961,"UPLANDS / ROYALTON",,  45.349411, -75.677505,,,,,,
RD140,4171,"UPLANDS / AD. 3225",,  45.349503, -75.677574,,,,,,
RD150,4172,"UPLANDS / PAUL ANKA",,  45.349277, -75.675415,,,,,,
RD160,8477,"UPLANDS / PAUL ANKA",,  45.349110, -75.674614,,,,,,
RD170,8450,"UPLANDS / AD. 3344",,  45.347431, -75.672653,,,,,,
RD180,4173,"UPLANDS / AD. 3344",,  45.347675, -75.672783,,,,,,
RD190,6140,"UPLANDS / BENNETT",,  45.346684, -75.671013,,,,,,
RD200,4174,"UPLANDS / BENNETT",,  45.346725, -75.670723,,,,,,
RD210,6141,"UPLANDS / LILLICO",,  45.346397, -75.667839,,,,,,
RD220,4175,"UPLANDS / CAHILL",,  45.346378, -75.667358,,,,,,
RD230,1566,"UPLANDS / HUNT CLUB",,  45.345543, -75.666397,,,,,,
RD240,1598,"UPLANDS / CAHILL",,  45.345570, -75.666191,,,,,,
RD250,8466,"UPLANDS / HUNT CLUB",,  45.343735, -75.665344,,,,,,
RD255,4176,"UPLANDS / DOWPATRICK",,  45.342396, -75.664558,,,,,,
RD260,8443,"UPLANDS / HUNT CLUB",,  45.344494, -75.665535,,,,,,
RD265,3301,"DOWNPATRICK / UPLANDS",,  45.342285, -75.664108,,,,,,
RD270,8467,"DOWNPATRICK / SHANEGAL",,  45.342674, -75.662857,,,,,,
RD280,8442,"DOWNPATRICK / SHANEGAL",,  45.343159, -75.662781,,,,,,
RD290,4177,"DOWNPATRICK / COTTERS",,  45.344597, -75.662369,,,,,,
RD300,4179,"DOWNPATRICK / COTTERS",,  45.344765, -75.662430,,,,,,
RD310,4180,"DOWNPATRICK / WYMAN",,  45.345890, -75.660896,,,,,,
RD320,4178,"DOWNPATRICK / WYMAN",,  45.345879, -75.660767,,,,,,
RD330,4181,"DOWNPATRICK / HUNTCLUB",,  45.347107, -75.661385,,,,,,
RD350,8476,"CAHILL / UPLANDS",,  45.346390, -75.666565,,,,,,
RD355,1596,"CAHILL / UPLANDS",,  45.346531, -75.666077,,,,,,
RD360,4182,"CAHILL / TWYFORD",,  45.347599, -75.664719,,,,,,
RD370,4184,"CAHILL / TWYFORD",,  45.347507, -75.664635,,,,,,
RD385,4185,"CAHILL / MCCARTHY",,  45.350342, -75.664352,,,,,,
RD390,8998,"MCCARTHY / CAHILL",,  45.350567, -75.664207,,,,,,
RD395,8984,"MCCARTHY / CAHILL",,  45.350479, -75.664658,,,,,,
RD400,8480,"MCCARTHY / PIGEON",,  45.350708, -75.666451,,,,,,
RD410,8518,"MCCARTHY / PIGEON",,  45.350845, -75.666611,,,,,,
RD420,4186,"MCCARTHY / TWYFORD",,  45.351128, -75.669548,,,,,,
RD430,4187,"MCCARTHY / PAUL ANKA",,  45.351311, -75.669899,,,,,,
RD440,8119,"PAUL ANKA / MCCARTHY",,  45.351524, -75.672157,,,,,,
RD450,8478,"PAUL ANKA / MCCARTHY",,  45.351685, -75.671799,,,,,,
RD460,4189,"PAUL ANKA / MCCARTHY",,  45.350986, -75.672646,,,,,,
RD470,4188,"PAUL ANKA / UPLANDS",,  45.349445, -75.674690,,,,,,
RD540,1705,"HUNT CLUB / UPLANDS",,  45.344566, -75.666809,,,,,,
RD550,1921,"HUNT CLUB / UPLANDS",,  45.344921, -75.666473,,,,,,
RD570,2962,"HUNT CLUB / MCCARTHY",,  45.347328, -75.662086,,,,,,
RE010,1704,"HUNT CLUB / PAUL ANKA",,  45.342968, -75.671295,,,,,,
RE020,4190,"HUNT CLUB / PAUL ANKA",,  45.343292, -75.669785,,,,,,
RE030,4194,"HUNT CLUB / HUNT CLUB PLACE",,  45.342369, -75.672791,,,,,,
RE040,4191,"HUNT CLUB / HUNT CLUB PLACE",,  45.342258, -75.672447,,,,,,
RE050,4195,"HUNT CLUB / BILLY BISHOP",,  45.339478, -75.681503,,,,,,
RE056,1923,"HUNT CLUB / NORTH BOWESVILLE",,  45.338055, -75.684883,,,,,,
RE057,4196,"HUNT CLUB / LINDBERGH",,  45.336559, -75.688606,,,,,,
RE058,6124,"HUNT CLUB / RIVERSIDE",,  45.335213, -75.691788,,,,,,
RE060,4192,"HUNT CLUB / BILLY BISHOP",,  45.339211, -75.681572,,,,,,
RE065,4193,"HUNT CLUB / CANADAIR",,  45.337963, -75.684654,,,,,,
RE066,1730,"HUNT CLUB / LINDBERG",,  45.336845, -75.687302,,,,,,
RE067,4197,"HUNT CLUB / RIVERSIDE",,  45.334900, -75.691971,,,,,,
RE090,8373,"DE NIVERVILLE / CANADAIR",,  45.335087, -75.681480,,,,,,
RE095,4198,"DE NIVERVILLE / AD. 225",,  45.336254, -75.678627,,,,,,
RE110,8372,"DE NIVERVILLE / MCGILL",,  45.337704, -75.674858,,,,,,
RE130,4199,"CURTIS / DE NIVERVILLE",,  45.337772, -75.671913,,,,,,
RE160,4200,"CURTIS / SAMPSON",,  45.337997, -75.669357,,,,,,
RE180,4201,"TYLEE / CURTIS",,  45.336712, -75.668686,,,,,,
RE200,4202,"TYLEE / DE NIVERVILLE",,  45.336342, -75.669556,,,,,,
RE220,8371,"MCGILL / WOLVERINE",,  45.333908, -75.669220,,,,,,
RE230,4203,"MCGILL / AD. 64",,  45.333069, -75.671249,,,,,,
RE265,4205,"CROIL / CANADAIR",,  45.330994, -75.674179,,,,,,
RE280,8274,"CANADAIR / BREADNER",,  45.328674, -75.671890,,,,,,
RE400,0696,"LESTER / ALERT",,  45.330383, -75.648430,,,,,,
RE405,0697,"LESTER / UPLANDS",,  45.330688, -75.648399,,,,,,
RE407,0714,"LESTER / AIRPORT PKWY RAMP",,  45.329086, -75.651054,,,,,,
RE408,0713,"UPLANDS / ALERT",,  45.328915, -75.651817,,,,,,
RE410,6144,"AIRPORT PARKWAY / UPLANDS",,  45.328712, -75.654053,,,,,,
RE415,,"AIRPORT / UPLANDS - ON REQUEST/SUR DEMANDE",,  45.329559, -75.654007,,,,,,
RE420,8366,"AIRPORT / AIRBUS PRIVATE",,  45.324181, -75.661446,,,,,,
RE430,3066,"AIRPORT/ AIR CANADA CARGO",,  45.323677, -75.663033,,,,,,
RE481,3333,"AIRPORT PARKWAY / AIRBUS PRIVATE",,  45.324387, -75.660461,,,,,,
RE545,1077,"UPLANDS / BREADNER",,  45.334843, -75.660065,,,,,,
RE550,4213,"UPLANDS / RESEARCH",,  45.331047, -75.657806,,,,,,
RE555,1080,"RESEARCH / FIRST",,  45.327839, -75.662193,,,,,,
RE560,4214,"RESEARCH / SECOND",,  45.326900, -75.664200,,,,,,
RE565,4215,"RESEARCH / THIRD",,  45.326366, -75.665382,,,,,,
RE570,4216,"RESEARCH / FIFTH",,  45.325775, -75.666687,,,,,,
RE575,1081,"CANADAIR / GATE",,  45.326504, -75.667816,,,,,,
RE580,4217,"CANADAIR / SLEMON",,  45.327694, -75.669815,,,,,,
RE900,3039,"AIRPORT STOP / ARRÊT AÉROPORT",,  45.322231, -75.665871,,,,,,
RE920,3041,"LEITRIM 1A",,  45.311615, -75.638023,,,,,,
RE930,3041,"LEITRIM 2A",,  45.311478, -75.637947,,,,,,
RF001,8668,"HUNT CLUB LOOP - BOUCLE / STOP - ARRÊT 1A",,  45.349827, -75.652122,,,,,,
RF002,8677,"BOUCHE HUNT CLUB LOOP - STOP / ARRÊT 2A",,  45.349812, -75.652321,,,,,,
RF010,8860,"BANK / SURREY",,  45.369301, -75.662964,,,,,,
RF030,8861,"BANK / NOTTINGHILL",,  45.368847, -75.662445,,,,,,
RF050,4218,"BANK / FOXBAR",,  45.367538, -75.661797,,,,,,
RF060,4219,"BANK / KITCHENER",,  45.366390, -75.660973,,,,,,
RF065,8433,"BANK / JOHNSTON",,  45.360538, -75.657143,,,,,,
RF070,4220,"BANK / KITCHENER",,  45.366703, -75.660851,,,,,,
RF075,4835,"BANK / JOHNSTON",,  45.359875, -75.656395,,,,,,
RF090,5739,"JOHNSTON / BANK",,  45.360657, -75.656128,,,,,,
RF100,5745,"JOHNSTON / SOUTHGATE",,  45.361412, -75.654663,,,,,,
RF110,5752,"JOHNSTON / SOUTHGATE",,  45.361382, -75.654259,,,,,,
RF120,4222,"JOHNSTON / ALBION",,  45.363529, -75.649284,,,,,,
RF140,4223,"JOHNSTON / ALBION",,  45.363335, -75.649452,,,,,,
RF145,5754,"JOHNSTON / ALBION",,  45.363926, -75.648254,,,,,,
RF147,2084,"TAPIOLA / JOHNSTON",,  45.363937, -75.647324,,,,,,
RF149,2085,"TAPIOLA / JOHNSTON",,  45.363850, -75.647530,,,,,,
RF150,4224,"TAPIOLA / CELTIC",,  45.362995, -75.646240,,,,,,
RF155,5753,"TAPIOLA / GREENBORO",,  45.362541, -75.645943,,,,,,
RF160,4230,"TAPIOLA / GREENBORO",,  45.362350, -75.644516,,,,,,
RF165,4225,"TAPIOLA / GENTLE GATE",,  45.362541, -75.644485,,,,,,
RF170,4226,"TAPIOLA / WHITE CLOVER",,  45.363850, -75.641251,,,,,,
RF180,4231,"TAPIOLA / CRIMSON",,  45.363659, -75.641304,,,,,,
RF190,4227,"TAPIOLA / RASTILA",,  45.364555, -75.639519,,,,,,
RF192,4228,"TAPIOLA / SOMERO",,  45.365120, -75.638107,,,,,,
RF195,4232,"TAPIOLA / WINGALE",,  45.364445, -75.639328,,,,,,
RF197,4233,"TAPIOLA / SOMERO",,  45.365135, -75.637680,,,,,,
RF200,4234,"TAPIOLA / RUSHFORD",,  45.366856, -75.638039,,,,,,
RF202,4229,"TAPIOLA / BRANDOO",,  45.366585, -75.638031,,,,,,
RF205,0772,"JOHNSTON / TAPIOLA",,  45.367985, -75.638535,,,,,,
RF207,0773,"JOHNSTON / TAPIOLA",,  45.367859, -75.638435,,,,,,
RF210,8845,"ALBION / VIKING",,  45.363316, -75.648140,,,,,,
RF220,4235,"ALBION / PEBBLE",,  45.362221, -75.647568,,,,,,
RF230,5755,"ALBION / PEBBLE",,  45.362160, -75.647621,,,,,,
RF240,4236,"ALBION / CAHILL",,  45.360226, -75.646484,,,,,,
RF250,4237,"ALBION / CAHILL",,  45.360100, -75.646515,,,,,,
RF260,8844,"ALBION / CAHILL",,  45.358616, -75.645607,,,,,,
RF270,5756,"ALBION / CAHILL",,  45.358410, -75.645584,,,,,,
RF280,4238,"ALBION / SOUTHGATE",,  45.357124, -75.644814,,,,,,
RF285,4239,"ALBION / SOUTHGATE",,  45.356297, -75.644440,,,,,,
RF300,8471,"SOUTHGATE / CLEARWATER",,  45.360653, -75.654175,,,,,,
RF310,8438,"SOUTHGATE / CLEARWATER",,  45.360302, -75.654198,,,,,,
RF320,4240,"SOUTHGATE / AD. 3295",,  45.358868, -75.652580,,,,,,
RF330,4242,"SOUTHGATE / AD.3308",,  45.358387, -75.652084,,,,,,
RF340,4241,"SOUTHGATE / CAHILL",,  45.356884, -75.649818,,,,,,
RF360,4243,"CAHILL / BANK",,  45.356205, -75.650429,,,,,,
RF365,4221,"BANK / SOUTH KEYS WALKWAY",,  45.358154, -75.654755,,,,,,
RF370,8470,"CAHILL / SOUTHGATE",,  45.356133, -75.650162,,,,,,
RF375,0885,"BANK / CAHILL",,  45.356133, -75.651627,,,,,,
RF380,5726,"BANK / AD. 2401",,  45.354733, -75.649483,,,,,,
RF390,5727,"BANK / AD. 2380",,  45.354645, -75.649979,,,,,,
RF400,4244,"BANK / HUNT CLUB",,  45.354103, -75.648331,,,,,,
RF410,4245,"BANK / HUNT CLUB",,  45.353687, -75.648170,,,,,,
RF417,4845,"HUNT CLUB / ALBION",,  45.355598, -75.645203,,,,,,
RF420,5808,"HUNT CLUB / BANK",,  45.354958, -75.646034,,,,,,
RF421,4246,"HUNT CLUB / BANK",,  45.354397, -75.647064,,,,,,
RF430,8440,"HUNT CLUB / BANK",,  45.353012, -75.648369,,,,,,
RF440,8383,"HUNT CLUB / BANK",,  45.352619, -75.648476,,,,,,
RF450,8448,"HUNT CLUB / AD. 1189",,  45.352287, -75.649910,,,,,,
RF460,4247,"HUNT CLUB / BRIDLE PATH",,  45.351841, -75.650314,,,,,,
RF470,8441,"HUNT CLUB / BRIDLE PATH",,  45.351315, -75.652313,,,,,,
RF475,8608,"TRANSIT RAMP / HUNT CLUB",,  45.350868, -75.653839,,,,,,
RF480,1969,"HUNT CLUB / BRIDLE PATH",,  45.351131, -75.652000,,,,,,
RF490,8641,"HUNT CLUB / PARKWAY",,  45.349205, -75.657593,,,,,,
RF495,8468,"HUNT CLUB / DOWNPATRICK",,  45.347565, -75.660995,,,,,,
RF500,8803,"HUNT CLUB / PARKWAY",,  45.348755, -75.658028,,,,,,
